,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
0,38.7840048044076,10.242974900255891,29.955807853910194,16.244820485607033,29.588665176776814
0,40.859747988733915,9.713810941922162,22.157604742431403,15.311260676064245,29.136290486569255
0,34.96132669659874,9.288231902625753,18.22638848262645,15.362347440599759,23.60115673680986
0,28.324215996169738,8.972754008382873,16.15949995893114,8.538800911833857,14.47587855813565
0,29.999486320153938,9.234113687964511,20.263694384129312,9.88951217984714,19.427388063616913
0,49.59036495749343,10.170343260259088,16.745510253792474,11.66927212396187,42.889746324110206
0,65.7400741805797,9.221721101416454,16.390142041234576,15.438708858108642,54.53278933632844
0,73.22777121485412,12.577928686654715,24.01765561608411,16.665034584731224,63.77937717036403
0,89.6799325829136,13.944237462721686,24.044870893850476,14.098717868048356,75.59113650882762
0,99.03028913583294,15.263341655649203,23.089243376283946,14.952948061133597,83.70155527197332
0,84.85208260034665,13.53405059372796,22.991626781603024,14.888234374797172,76.10221010030597
0,76.15470071710769,13.724509070914339,20.770070319786697,12.547687230847997,71.81787932998246
0,70.66306451324094,9.665577001667891,19.26532737080989,11.858705476925111,68.31072567561078
0,71.2694568850851,8.964098302060926,19.7032145215859,10.55004930721492,65.6655257039013
0,88.56188046395644,8.738551533992048,23.604553682312925,10.208114526729519,76.41936275045727
0,88.7687655566347,10.13928956928075,23.817802396397354,11.016532388626622,78.6456823647695
0,105.48305518755703,10.276172216901388,22.71289174621781,11.898672768833539,92.45929556174127
0,97.50050859452205,10.011990209646354,19.94444451298267,11.71773310447245,81.19220172408058
0,87.51107197669074,9.814313552661504,18.166518532576838,12.686402211375535,67.46507432872292
0,86.60523505839136,8.54169924832792,16.408022311558508,12.200726306716273,63.05042536028692
0,29.323911786351395,9.041490580627897,14.9798723482641,11.41207815434256,24.958462717520607
0,43.78423796851332,9.739014574815007,14.583222608562354,11.593802950900319,40.844460242626596
0,64.3172865568219,10.971919813387398,14.008972747062957,11.926266599629276,60.86326452357962
0,62.661456382878484,11.362271908354012,17.377344952384117,11.632029150539246,59.01939777829881
0,62.11326986289965,11.308466172303804,19.440064596627504,11.763316320318776,60.64988006418012
0,77.33566717624184,9.740322716203341,21.928241212521964,11.489739978389307,72.09832375139824
0,76.91574358943355,8.567213281935787,18.994825323780052,11.513103686963003,74.66938107432624
0,84.51413914133254,8.252701928011135,17.710058002478405,11.33944393973355,80.13982250545698
0,89.75270806591291,8.493327533691001,17.94564207552872,11.747812823412747,84.1835034932632
0,96.5718325404303,10.205648537522867,15.872827850969657,10.498738721633545,91.25976804648998
0,103.35951808440718,13.023543113292627,15.958071239238333,13.300379476522105,96.67487524103339
0,110.94814799989254,12.906027703615752,17.556066725872572,13.338044268649698,99.65713245971958
0,103.79382125655141,9.779276949679096,17.533332237109363,12.157856012700826,94.91773163340191
0,86.87544769104856,10.472516422424683,14.982485919835668,13.65448689096021,81.91075976428411
0,87.58531228990243,10.695794127172954,14.440917842977504,12.98246890051266,80.01265042424085
0,89.68771027170959,12.318931096054166,15.244401318923495,12.720067523317482,87.52314752928947
0,89.8734294894942,11.443127122576527,16.52068305563367,10.010603351746784,85.140793559955
0,122.28826922489667,11.870156979982106,26.63435802092706,12.209407139570038,90.91571894555462
0,116.68864984906112,11.909853836047938,27.340187203906762,12.458770797997927,91.42128866876112
0,90.86098679888971,10.803459079961144,24.69449314413714,12.523048063952704,68.41101116257651
0,131.56204225599672,13.648911771613314,26.657951195799196,12.716618722828192,84.7750727868192
0,99.13578803259168,12.449840332529407,22.026587594878816,10.78655703017838,78.87355309649354
0,85.99513728131298,11.766920442135623,16.161819479067482,10.958077215329354,57.24950918723538
0,76.80893606821577,8.954872961300238,16.573112594214077,12.053710710946646,54.24267518589188
0,66.42925271451277,8.295292898944131,16.642957595517473,12.140895698880843,60.47012457941994
0,79.63106951384506,11.16781223225462,17.233663945342997,13.131139869541547,66.29659702760837
0,96.26573003263682,13.772044998106914,19.56659879602841,14.488390394196118,79.1973946879475
0,104.12109474137613,12.66697589686844,15.273645863463278,13.015809875411271,84.54679499457056
0,76.41033249015159,12.984942767209835,17.06243070271198,14.06204574696744,58.50710074704266
0,38.372495249749555,12.531515116645151,17.97869858491968,15.843271768248277,20.529967141768676
0,34.694274634187636,12.155826551890259,18.45951547168354,16.741841102993813,19.26720608688817
0,36.33763938649688,15.351602067627299,30.90674378851998,24.85137093939373,42.42871523627912
0,36.921006917112926,15.540694591174043,32.460227762300455,25.672370942763074,45.68480156174751
0,36.85085421151223,12.370354389903165,24.206670231770403,22.262841053299365,38.17419846801217
0,23.54772039856452,10.053603470480317,20.764626888472215,12.24844285767103,13.972905985988906
0,30.954928035762414,10.100014023384194,18.9303901973907,10.884794185902203,15.599741262853685
0,30.60529914411087,9.1767175862074,16.07453389078451,11.150789006826582,15.318949998163506
0,23.13262777449155,8.6882877865759,17.92930505606368,10.963557293277503,13.914525939201935
0,19.541598864055377,8.956911890506282,16.33724293251814,11.970062418059555,11.84030935067661
0,20.298223168739124,8.441989470418626,16.055859446056868,11.646403172313445,12.445106295834783
0,25.750502436991717,9.621057895577868,20.543756723420326,14.741439994716444,17.789952625464085
0,24.00274477296143,11.395568033318645,28.841739662617485,18.91916860140644,26.821392359590355
0,21.9143605920464,13.892122590671672,33.31626887727279,18.752941670440325,30.478514287933116
0,21.302131291017687,16.56059505357363,26.844683919910874,15.114247729338201,26.735054120071645
0,21.468454267829873,12.58788710670945,20.013071009084406,10.790834078880717,16.93165310863058
0,21.40560998041313,10.33377430618373,19.526875883334487,10.159513620605402,17.499662945832576
0,23.991928867682937,10.327109644626848,19.293116645958754,10.646293327283244,19.552649588525128
0,21.644847179416843,9.636230146502438,18.932550501962385,10.811045981737427,14.799976735383375
0,17.32672176308175,9.244756665469207,19.538728053411685,11.679107628947001,15.165536788498468
0,18.84809909058833,9.501549038446441,20.888070963566324,11.759552563896323,14.686126433902645
0,57.298802646918816,9.953378183422604,28.55897699314678,12.32592508261399,44.468755853844236
0,72.03966690959699,11.789437994208392,23.91314773549268,11.833943979041841,58.42804337876353
0,84.93379471730026,12.355880800526101,23.192647986409987,10.873072551369564,71.32211284351162
0,107.53638122722869,11.939657196835366,23.27724878786548,11.481346030565648,77.90198065749962
0,95.35757542738,12.322684849525835,13.284916651485844,11.040078121871826,67.8935125937059
0,118.33669784753275,11.915579789945882,19.166036793756035,10.99598441778508,86.37506935688494
0,113.58011148594098,12.85466375280108,19.134893051019606,12.215360984944889,82.90096610873685
0,108.59569140171963,13.931005370463039,20.785184297636118,10.635647909154681,89.45019608760053
0,116.57385229045663,14.424437769065126,20.672688449812373,11.506174186923568,104.10361568871389
