,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
0,143.8073286811373,52.917009449786946,34.48948064407429,70.63143876070001,74.52468227917122
0,82.32489510705553,46.98492226161347,61.81072609509263,57.047935944277356,71.47035196288691
0,69.19140137520807,33.96459726157331,85.72557241597852,41.27474322692413,47.70496995750066
0,117.06746893314423,31.81955117806591,86.56101006511584,42.930342461247726,38.20486371676666
0,150.1439633093608,31.585647926550784,66.66731855056963,37.70417048254452,39.16008809070469
0,162.91478743162486,58.019172835587376,75.14576520212455,54.9598205467208,66.0150268789552
0,186.37780647542644,96.10961491978897,117.97422329262584,89.52487345960047,99.2961374465748
0,165.75892680863717,123.25420056784597,188.8011327724147,111.62361036370687,123.76269885241388
0,159.17622490261692,133.62294178129866,215.71970687677504,116.88936985991457,143.01890876798763
0,153.46391034651836,123.7492160372589,210.93449143282766,107.78753420852863,140.79373890955748
0,147.11510968885847,133.530254923189,192.14476418377774,123.41462046789492,150.0601319566641
0,178.26431563977224,175.9950745761247,217.51113299865258,154.59477141674012,177.493981023414
0,175.12957426077946,176.26737370204867,174.7804337009872,153.20301305193058,169.0559754745371
0,146.43016783859926,144.57652897639653,139.27091339647274,128.45780319044877,142.98092752230224
0,97.080642451483,97.26948668520065,119.69620230258143,88.81240982058715,100.4673552605952
0,73.29658296364333,60.485659873967755,128.94945552424724,53.186836650749,69.9146931780113
0,106.20973711830429,108.74528660581075,157.77067222709178,80.99382590780647,111.83117252771551
0,127.23313011280219,102.9227309968408,116.94679454199422,75.9935001373826,97.77066401050432
0,136.3339701752573,84.06901806439627,82.98483810946507,63.91207680633353,78.11638254353542
0,134.27540578266715,71.22179069363278,87.04010989443019,46.203318026588114,68.33404351451814
0,63.76801620087926,56.118749523033465,70.07781940595959,39.51021961923686,55.307892325557795
0,65.8056586907586,34.56745715439202,34.47149988278018,26.2894319526616,38.86995552738371
0,71.99865157474476,20.58805216951881,36.915354051679564,15.053376251246247,24.51795488572274
0,58.3139686936978,23.170392698173575,47.96317987417204,15.13548041854421,25.287753800926822
0,71.35288672494599,58.45562979540788,75.56768344778459,52.88755022076995,58.13470249226567
0,228.93659969491085,227.12898870827127,195.4709766303366,203.67449820956392,236.58276887442304
0,243.76230754610205,242.28535713934872,230.13641194837507,215.3827512579462,245.20294121058498
0,260.151632690814,254.7512768348002,249.13124198611825,225.82092653980558,257.4254117010772
0,266.5732146145582,257.8470087158875,252.86637212345926,227.02595222526233,260.0395265373027
0,49.635073228406355,19.117679433903298,31.505215717750506,19.602756293335002,23.108252099484684
0,45.42928140225801,21.743291684344292,39.751293768528605,18.589086196569028,21.20504757896343
0,54.833957733443064,23.6451418464269,36.59585794684788,17.06366032358001,25.103559726431318
0,50.871841032631544,20.583279718444643,24.427095555451036,15.350093029713427,25.708588050612516
0,51.380150757891585,15.805407942159047,26.686854138803913,15.14645882242138,22.53655261015169
0,61.013938663592796,13.553207330846057,23.667220961575744,17.24958711023644,23.100805035975
0,59.65937291856896,12.95757653091594,16.85974986687943,17.665611293722748,23.213750197800472
0,65.9810682363662,12.555187240704667,16.553367063412882,18.611130395412268,24.73340672385293
0,207.07594765011166,206.9389890633282,183.98571876592877,191.7968980354581,226.886109249315
0,360.2731536226322,265.5623460205423,225.01672309833998,278.64411505513846,306.7721975601617
0,538.4007365118854,250.11769742355585,218.22797336633283,292.5386627251881,376.3143038882372
0,620.2181878572297,226.9845597382564,193.70723826188095,305.45735435367817,401.66056708691576
0,391.1780333825064,137.9567498649511,107.48635732922291,251.84059553753863,311.5699242363989
0,277.1011286131391,58.62537334920006,74.8963445127748,50.34178888477351,149.50018471583303
0,364.39655709362523,37.6575041000082,32.97131336163924,79.7490779643339,136.56776240924918
0,344.37335076252293,34.448521894982456,20.77256162215918,76.87186165597141,100.90029942947389
0,285.1795786106239,25.587999602824546,28.85590158274895,60.61182046789814,77.0227569723418
0,239.418077705212,18.970372083315844,36.24588234364039,24.08385301168839,84.4558957962946
0,208.56030584109948,13.448741941281996,29.394558246048167,32.76195901808045,78.28507193759421
0,175.78163046894224,14.951819701257278,31.104718008208014,38.918183030513426,64.48091007941893
0,146.75941337955814,14.354135925090867,27.049793049801757,33.153005121645286,40.76642933428783
0,132.4386019243582,52.8326588172711,49.70384854978005,48.656685388027135,65.57257222500299
0,161.14195342501168,131.59374027283425,92.64623337320084,123.57286397705734,141.9784483313781
0,182.7731970041904,136.3955876582465,98.07323068942438,141.13909461176644,149.02859472202357
0,157.94450223163105,98.9556971615115,83.16908113133155,118.47876270811291,107.03481750680439
0,100.26117285274371,39.3307669295911,51.59818376147286,36.30130094037082,40.06316496110015
0,108.45610710076203,42.06448411800964,42.76442878251687,54.22539968219353,40.782727048103546
0,102.64047182628116,43.88432382076377,50.471129426162136,87.84678719953669,49.365880220010304
0,108.88519715259513,47.66750932421056,56.55812229586754,86.45029069063638,55.99910537860125
0,107.68392516237506,50.9495856660329,38.81914886832137,69.59145955005559,46.64177755669484
0,103.67348997099637,44.358301970341984,35.56322211200364,33.52761601624703,36.80447251330003
0,103.32248826284294,36.747921678433855,34.48771258907045,23.549796490666846,36.79235851329583
0,96.89465371648666,21.614350799959578,29.848969327418214,20.717734636173063,39.940327254961026
0,108.79682464724966,16.128375978936425,26.91609886748148,38.28336795119102,50.9432839700816
0,111.18207498433279,12.433744461828372,19.215836092712454,41.88702381556417,42.35290827550132
0,117.85769346217458,15.231008981386404,17.213090019087108,36.94586077318434,38.12431592715405
0,125.71026124049492,16.60871551814244,19.194989419093744,35.50305872756747,35.52041983729481
0,114.29238048585519,19.17437607736743,26.463461417271827,29.27124748488957,34.600310444317174
0,110.26184316389384,19.421492231134664,41.751250639606745,18.023231853893293,34.99806389657873
0,103.7313422200483,27.41088836968362,41.061110960908366,18.014051263054125,31.778962913543285
0,108.33800168737655,36.65022807222046,29.79695934190088,17.48212001955358,36.49680159139086
0,106.93218289973686,28.834650174686324,20.308572924768697,21.420030201566576,44.052524823612714
0,113.09032173994291,16.726964824912052,18.896274650655428,22.354705165221343,47.61091895888719
0,105.3840607186278,16.447279730625613,19.43396781732851,20.09064662427911,42.460822262502184
0,93.55989207806645,15.048708124640347,22.511883195439886,18.81650317203495,39.35378444530131
0,89.61823495745853,13.533819432303789,22.63593849969004,17.155945178375894,34.470244547014424
0,83.35339069268204,11.396358025567508,19.481538847147267,14.623812150215176,29.72475795586707
0,77.3795728048881,11.847595150024285,19.626056096340236,14.499565376558198,28.39254241608974
0,69.44889486441943,14.438192029587844,23.122989517326054,14.037768734740014,27.280484824471234
0,65.77084425255039,15.607724652034124,21.238711304645648,16.32641320574678,27.789133330584985
