Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1639778864.353317,1639778864.359101,0.000000,0.000000,4290.769043,4277.948730,4133.333496,4114.358887,4227.179688,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.361132,1639778864.366816,1.000000,0.000000,4266.666504,4282.051270,4151.282227,4100.000000,4224.615234,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.368946,1639778864.374631,2.000000,0.000000,4286.153809,4291.794922,4152.820313,4093.846191,4237.436035,16205.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.376761,1639778864.382345,3.000000,0.000000,4308.205078,4291.282227,4123.077148,4101.025879,4243.589844,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,6.735042,5.540211,5.962012,6.024651,3.806154,81.879105,12.100797,5.627269,1.570894,1.943915,4.306973,4.477783,3.408895,1.309303,2.432641,1.968835,5.956725,3.993667,1.088961,1.143264,9.316936,3.981458,2.095752,0.811764,0.999677
1639778864.384576,1639778864.390060,4.000000,0.000000,4287.179688,4285.128418,4111.282227,4100.512695,4228.205078,16175.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.392391,1639778864.397875,5.000000,0.000000,4280.512695,4295.897461,4112.820313,4094.871826,4223.077148,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.400205,1639778864.405590,6.000000,0.000000,4305.128418,4307.692383,4106.153809,4100.512695,4237.948730,16159.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.408020,1639778864.413405,7.000000,0.000000,4306.153809,4307.179688,4113.333496,4120.000000,4244.615234,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.415835,1639778864.421120,8.000000,0.000000,4289.743652,4306.153809,4120.512695,4119.487305,4233.846191,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.423650,1639778864.428935,9.000000,0.000000,4285.641113,4305.128418,4120.512695,4097.948730,4231.282227,16150.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.431465,1639778864.436650,10.000000,0.000000,4280.000000,4301.025879,4133.333496,4094.358887,4241.025879,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.439280,1639778864.444465,11.000000,0.000000,4289.743652,4300.000000,4143.077148,4092.820557,4236.922852,16198.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.447094,1639778864.452180,12.000000,0.000000,4312.820313,4308.205078,4146.153809,4078.461426,4226.153809,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.454909,1639778864.459995,13.000000,0.000000,4304.102539,4308.717773,4150.769043,4078.974365,4231.794922,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.462724,1639778864.467710,14.000000,0.000000,4284.102539,4295.897461,4138.461426,4076.410156,4239.487305,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.470539,1639778864.475525,15.000000,0.000000,4280.512695,4290.769043,4113.846191,4061.025635,4225.128418,16198.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.478354,1639778864.483240,16.000000,0.000000,4278.974121,4300.512695,4116.410156,4070.769287,4209.230957,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.486169,1639778864.491055,17.000000,0.000000,4281.538574,4306.153809,4138.461426,4082.051270,4215.897461,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.493983,1639778864.498770,18.000000,0.000000,4290.769043,4301.025879,4142.051270,4070.256348,4221.025879,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.501798,1639778864.506584,19.000000,0.000000,4286.153809,4305.641113,4137.436035,4076.410156,4219.487305,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,5.651796,5.459572,6.838358,7.941728,4.392317,96.465134,15.460690,6.892539,1.892651,2.364402,4.446144,5.031278,3.278511,1.331040,2.677463,2.061141,6.255708,4.451415,1.394724,1.280362,8.605391,3.895555,2.336791,0.842302,1.058766
1639778864.509613,1639778864.514299,20.000000,0.000000,4277.436035,4313.333496,4130.769043,4095.897461,4227.179688,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.517428,1639778864.522114,21.000000,0.000000,4271.282227,4304.615234,4125.641113,4086.153809,4222.563965,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.525242,1639778864.529829,22.000000,0.000000,4269.743652,4294.871582,4131.794922,4067.179443,4209.230957,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.533057,1639778864.537544,23.000000,0.000000,4286.666504,4296.922852,4135.897461,4073.333252,4216.922852,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.540872,1639778864.545359,24.000000,0.000000,4298.974121,4296.410156,4128.717773,4088.205078,4225.641113,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.548687,1639778864.553174,25.000000,0.000000,4290.769043,4292.307617,4125.128418,4093.333252,4214.871582,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.556502,1639778864.560889,26.000000,0.000000,4274.871582,4298.461426,4138.461426,4095.384521,4211.282227,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.564317,1639778864.568604,27.000000,0.000000,4272.820313,4312.820313,4146.666504,4103.589844,4231.282227,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.572132,1639778864.576419,28.000000,0.000000,4299.487305,4318.974121,4147.692383,4116.410156,4246.666504,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.579946,1639778864.584234,29.000000,0.000000,4309.743652,4315.384766,4146.153809,4115.897461,4243.589844,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.587761,1639778864.591949,30.000000,0.000000,4286.666504,4317.436035,4141.025879,4100.512695,4237.436035,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.595576,1639778864.599764,31.000000,0.000000,4273.846191,4323.589844,4149.230957,4095.384521,4233.333496,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.603391,1639778864.607478,32.000000,0.000000,4261.538574,4324.615234,4165.641113,4104.102539,4224.102539,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.611205,1639778864.615193,33.000000,0.000000,4248.205078,4322.563965,4156.410156,4094.358887,4215.897461,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.619020,1639778864.623008,34.000000,0.000000,4277.436035,4313.333496,4132.820313,4076.923096,4212.820313,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.626835,1639778864.630723,35.000000,0.000000,4303.077148,4302.563965,4131.794922,4085.641113,4209.743652,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,4.288686,5.141687,7.476974,10.076225,4.905246,100.478958,17.432259,7.427886,2.043633,2.580167,4.428160,5.886072,2.996043,1.288758,2.758339,2.375521,6.370487,4.560620,1.676483,1.356061,7.184993,3.995304,2.500674,0.890778,1.044388
1639778864.634650,1639778864.638638,36.000000,0.000000,4270.769043,4297.948730,4123.589844,4089.743652,4202.051270,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.642465,1639778864.646453,37.000000,0.000000,4246.153809,4294.358887,4093.846191,4071.794922,4196.922852,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.650279,1639778864.654268,38.000000,0.000000,4237.948730,4285.128418,4082.051270,4061.538574,4190.256348,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.658094,1639778864.661983,39.000000,0.000000,4218.974121,4279.487305,4090.256348,4070.256348,4176.410156,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.665909,1639778864.669798,40.000000,0.000000,4237.948730,4291.794922,4106.153809,4086.666748,4185.641113,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.673724,1639778864.677513,41.000000,0.000000,4272.307617,4304.102539,4126.153809,4098.461426,4209.230957,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.681539,1639778864.685328,42.000000,0.000000,4268.205078,4300.000000,4141.538574,4103.077148,4213.846191,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.689354,1639778864.693043,43.000000,0.000000,4252.820313,4299.487305,4136.922852,4101.025879,4211.794922,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.697168,1639778864.700857,44.000000,0.000000,4248.205078,4303.589844,4115.384766,4088.205078,4207.179688,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.704983,1639778864.708572,45.000000,0.000000,4244.615234,4300.000000,4121.025879,4086.153809,4201.025879,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.712798,1639778864.716387,46.000000,0.000000,4237.948730,4297.436035,4135.897461,4090.769287,4205.641113,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.720613,1639778864.724102,47.000000,0.000000,4253.333496,4295.384766,4112.307617,4082.051270,4204.102539,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.728428,1639778864.731917,48.000000,0.000000,4279.487305,4294.871582,4092.820557,4082.051270,4196.410156,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.736242,1639778864.739632,49.000000,0.000000,4282.563965,4296.410156,4108.717773,4098.974121,4205.128418,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.744057,1639778864.747447,50.000000,0.000000,4277.436035,4298.974121,4127.692383,4102.051270,4217.436035,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.751872,1639778864.755162,51.000000,0.000000,4279.487305,4296.922852,4131.282227,4090.256348,4212.307617,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,1.000000,83.333336,3.000000,3.000000,4.000000,4.000000,4.000000,2.883398,4.890649,7.760994,11.813876,5.172328,93.256294,17.508686,7.068214,1.981688,2.513808,4.466919,7.047479,2.623082,1.212952,2.660564,2.909028,6.359861,4.280550,1.871178,1.354319,5.425076,4.323805,2.564553,0.954735,0.961662
1639778864.759687,1639778864.762877,52.000000,0.000000,4257.436035,4296.410156,4127.179688,4084.615479,4203.589844,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.767502,1639778864.770792,53.000000,0.000000,4233.333496,4303.077148,4116.410156,4092.307617,4203.077148,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.775316,1639778864.778607,54.000000,0.000000,4254.358887,4301.538574,4108.717773,4100.512695,4202.563965,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.783131,1639778864.786521,55.000000,0.000000,4275.384766,4295.384766,4120.512695,4093.333252,4194.871582,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.790946,1639778864.794336,56.000000,0.000000,4254.358887,4297.948730,4130.769043,4081.538574,4190.769043,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.798761,1639778864.802151,57.000000,0.000000,4230.256348,4300.000000,4115.384766,4074.871826,4192.820313,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.806576,1639778864.809866,58.000000,0.000000,4221.025879,4297.436035,4094.358887,4076.410156,4190.769043,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.814391,1639778864.817781,59.000000,0.000000,4212.820313,4297.436035,4099.487305,4083.076904,4180.000000,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.822205,1639778864.825596,60.000000,0.000000,4228.205078,4305.641113,4122.051270,4083.076904,4175.897461,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.830020,1639778864.833511,61.000000,0.000000,4264.615234,4312.820313,4129.230957,4078.461426,4185.641113,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.837835,1639778864.841326,62.000000,0.000000,4259.487305,4318.461426,4121.025879,4080.512939,4190.769043,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778864.845650,1639778864.849240,63.000000,0.000000,4243.077148,4323.589844,4132.307617,4098.974121,4193.333496,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
