Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1639778737.313978,1639778737.320715,0.000000,0.000000,4037.948730,4213.333496,3970.256348,3947.179443,4001.538574,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.321793,1639778737.328430,1.000000,0.000000,4036.923096,4228.205078,3964.102539,3968.718018,3993.846191,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.329608,1639778737.336245,2.000000,0.000000,4082.051270,4237.436035,3967.179443,3987.692383,4011.794922,16206.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.337423,1639778737.343960,3.000000,0.000000,4090.256348,4222.051270,3969.743652,3975.384521,4016.923096,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,3.751302,10.564858,8.271602,6.981670,2.634265,1.439627,3.127155,3.284462,0.719102,0.727210,3.614506,7.689541,12.316643,1.751554,1.956803,5.194246,6.715915,10.248775,1.599688,1.603632,4.394554,9.340814,9.810565,1.695660,1.404700
1639778737.345238,1639778737.351775,4.000000,0.000000,4066.666748,4211.282227,3974.358887,3977.948730,4009.230713,16162.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.353053,1639778737.359490,5.000000,0.000000,4063.076904,4211.282227,3973.846191,3996.923096,4013.333252,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.360868,1639778737.367305,6.000000,0.000000,4062.051270,4211.282227,3965.641113,3992.820557,4015.384521,16157.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.368683,1639778737.375020,7.000000,0.000000,4058.974365,4200.000000,3958.974365,3971.794922,4007.179443,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.376498,1639778737.382835,8.000000,0.000000,4070.256348,4187.179688,3960.512939,3968.205078,4009.230713,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.384313,1639778737.390550,9.000000,0.000000,4068.205078,4193.846191,3966.666748,3968.718018,4015.384521,16132.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.392128,1639778737.398365,10.000000,0.000000,4046.153809,4193.333496,3963.076904,3953.333252,3999.487061,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.399943,1639778737.406079,11.000000,0.000000,4049.230713,4184.615234,3964.615479,3952.820557,3993.846191,16198.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.407758,1639778737.413894,12.000000,0.000000,4071.281982,4185.641113,3974.358887,3967.692383,4014.358887,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.415573,1639778737.421609,13.000000,0.000000,4076.923096,4189.743652,3980.512939,3976.410156,4025.128174,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.423387,1639778737.429423,14.000000,0.000000,4117.948730,4207.179688,3998.974365,4000.512939,4053.846191,450.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.431202,1639778737.437138,15.000000,0.000000,4183.077148,4232.307617,4026.153809,4024.615479,4100.512695,16198.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.439017,1639778737.444853,16.000000,0.000000,4197.436035,4236.922852,4039.487061,4020.000000,4112.307617,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.446832,1639778737.452668,17.000000,0.000000,4162.563965,4225.641113,4030.256348,4007.692383,4087.179443,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.454647,1639778737.460383,18.000000,0.000000,4140.000000,4221.025879,4020.512939,4004.102539,4070.256348,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.462462,1639778737.468198,19.000000,0.000000,4160.000000,4225.641113,4028.718018,3995.384521,4082.051270,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,3.600577,10.717670,9.654947,6.875040,2.997762,1.502927,3.076132,3.294546,0.745923,0.788749,3.908089,6.652764,10.833929,1.808872,2.078999,5.568201,6.323367,10.841713,1.782142,1.755958,4.402802,8.425025,10.236430,2.094554,1.601301
1639778737.470277,1639778737.475913,20.000000,0.000000,4180.000000,4228.205078,4042.051270,3988.205078,4095.897461,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.478092,1639778737.483728,21.000000,0.000000,4170.769043,4226.153809,4050.769287,4015.384521,4096.922852,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.485907,1639778737.491443,22.000000,0.000000,4153.846191,4226.153809,4050.256348,4047.179443,4088.718018,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.493722,1639778737.499258,23.000000,0.000000,4158.974121,4223.589844,4042.051270,4036.923096,4088.718018,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639778737.501537,1639778737.506973,24.000000,0.000000,4184.102539,4216.922852,4037.435791,4031.281982,4107.692383,0.000000,1.000000,15.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
