,EEG.AF3/Theta,EEG.AF3/Alpha,EEG.AF3/BetaL,EEG.AF3/BetaH,EEG.AF3/Gamma,EEG.T7/Theta,EEG.T7/Alpha,EEG.T7/BetaL,EEG.T7/BetaH,EEG.T7/Gamma,EEG.Pz/Theta,EEG.Pz/Alpha,EEG.Pz/BetaL,EEG.Pz/BetaH,EEG.Pz/Gamma,EEG.T8/Theta,EEG.T8/Alpha,EEG.T8/BetaL,EEG.T8/BetaH,EEG.T8/Gamma,EEG.AF4/Theta,EEG.AF4/Alpha,EEG.AF4/BetaL,EEG.AF4/BetaH,EEG.AF4/Gamma
0,3.519951907546637,3.6262656889674196,3.4226633649502767,2.6148746327438532,1.7748224523676208,4.756958487684292,1.6400161764698886,2.4169356848931582,1.9154208549332672,2.585316599456323,3.8956177626431825,3.419835662581017,3.9520704898266765,2.4575640178619196,1.588991880421919,41.62113046685205,17.13125822024346,8.321376556430767,6.872406441097155,6.109284962695883,5.85822463283594,2.6095241672483427,3.4808209890898936,2.6217812395232665,1.7599112889544306
0,2.4806399494465508,1.7925082238676722,2.902356813301658,2.570188959812811,1.5842787213976675,4.651243712288904,1.4753921922075863,2.969740960084051,2.0306476977871553,2.6143393214914825,3.423380420478825,4.2629881186023155,4.205401466416721,2.92594250442232,1.5615779896350612,46.097090917333325,23.73841179528865,16.79855384151905,11.634977396992715,9.886879188595382,4.7238288367551,2.521834100368792,2.9079653351610952,2.8641664578827024,1.7997375502112969
0,5.842698983948223,4.611639812322022,3.891760219694465,2.6108232696275437,1.6874663094981408,4.495090104031261,2.0187158723853598,2.5664064146614196,2.9942023518997996,2.5809513899243632,3.85343406491553,5.56429195737876,3.8557106101951497,3.035714445292419,1.6955493300880027,55.25686962131059,23.67713487663677,14.745320933778885,8.750354053052572,9.596274315673803,5.52181918902771,3.8730904526954086,3.1684605620211963,3.0081479675778526,1.6877025267852024
0,6.1350125749109266,5.331363712935826,3.498921095338764,3.131013384638185,1.8173944111268199,4.567685224423764,2.604971238249898,2.0445628311886823,2.655390835041014,2.850070721410849,6.206284168407284,4.43941558847975,3.3346176219939068,3.0811370692201074,1.9776926638867987,27.658680618340675,16.126190968803673,17.739599093364667,9.189179919053323,8.016903776478092,7.141823414733271,4.830200698502189,3.352749633089907,2.815137496177821,1.9377494122921948
0,7.200643189168145,5.114814377207069,2.6667771452934663,2.3021281743124375,1.7067236368335101,3.0701164919082613,2.3439998818264542,1.9593720393706042,3.1346392976346378,2.6347874975653034,5.06007154127594,4.822212922884692,3.4143351108788393,2.6073396553541035,2.010357023861957,37.93168612843691,16.102532261016634,10.898383152963849,6.570954447479794,6.669156914968131,6.945032817863376,5.1744022674445045,2.700688373353459,2.5147693954151955,1.7096064898141445
0,10.316780569557867,5.619604996512569,4.505643127471325,2.1006188175872493,1.7996027043176102,2.665668234178549,2.139509548130216,1.9775108530632424,2.900124573581322,2.574230469907314,5.010112173762922,4.019427638550399,3.4479786232611147,2.823395438962282,2.540141037177327,35.53221089512611,21.072520057654263,15.47870120176212,11.020239831937946,8.771865304691207,7.889137070503937,5.797490304599483,4.492656729023517,2.0644989369058706,2.150561748814474
0,8.762649899324433,4.0048559310937515,3.926458478458906,2.4233727832744836,1.8086862948477984,5.348711335326105,2.8932711468968515,2.370657834816733,2.9835335704409336,2.3041563723515686,4.8642902139722555,2.3521951688978433,3.116803280607082,2.3906880505406543,2.6704845323575426,30.685326153450376,16.26309061170498,11.808196407083262,9.033936786262938,8.868668458264082,8.752851883907503,4.2805425792211285,3.7972466487466967,2.646485800374376,2.279395633334844
0,8.185716387053995,3.7510304012841162,4.302863057543133,2.340420995581211,1.9072845599188788,3.27955605188223,2.6176358253174525,2.6647545595281055,2.2771170189969974,2.45590102097907,4.573697585271391,2.861412133324361,3.2670524820048774,2.6841069930924726,2.456171244967527,24.644436035021634,16.515810888334634,9.514414926941912,9.287316612378357,8.417037286326819,8.58088302655364,4.831201823727983,3.618706064165744,2.616657826854073,2.2511309041877423
0,5.402353136726309,2.5882759402940723,2.9041767408680306,2.1011522311400714,2.187004192333699,3.3838359519206436,2.421694090506928,1.893448663177016,2.8580394093690344,2.3331288992275825,4.864115927307642,2.3185028495879774,3.032370966303465,2.182892650647802,2.4388612949807102,14.923324150559589,8.948407657976604,6.181720415141067,9.424877748231996,7.911530491065013,6.514650142138782,2.7457028084641744,2.52534485895796,2.525388385120245,2.257694450314858
0,9.28642002829528,4.475032225924427,3.5999699816230417,3.126231126789678,2.534608088874389,3.2683856773292654,2.5352343472226755,2.5063915446582583,2.713835159902128,2.2881046512689296,4.138793301149741,4.211413418818779,3.0554617891832185,1.6877652628621493,2.372989006301838,3.4804815312295774,3.85302946394345,4.073493782615503,6.535712503165319,6.4014470550768765,5.953415176131096,3.1987307744725726,2.6902062759382694,2.1629905786180887,2.053178096041961
