,EEG.AF3/Theta,EEG.AF3/Alpha,EEG.AF3/BetaL,EEG.AF3/BetaH,EEG.AF3/Gamma,EEG.T7/Theta,EEG.T7/Alpha,EEG.T7/BetaL,EEG.T7/BetaH,EEG.T7/Gamma,EEG.Pz/Theta,EEG.Pz/Alpha,EEG.Pz/BetaL,EEG.Pz/BetaH,EEG.Pz/Gamma,EEG.T8/Theta,EEG.T8/Alpha,EEG.T8/BetaL,EEG.T8/BetaH,EEG.T8/Gamma,EEG.AF4/Theta,EEG.AF4/Alpha,EEG.AF4/BetaL,EEG.AF4/BetaH,EEG.AF4/Gamma
0,29.340803285297437,8.68224238451246,5.76719526500293,2.9567565715689286,2.638118375380612,5.55773161694111,2.6473646559552515,2.5048681200145992,2.296614761164653,1.493376105213217,5.942557912750623,4.289303445205311,3.9162789311799697,2.329308138576723,2.331793451951567,55.565559877603505,41.830759761225025,29.287578366227685,15.332338403381224,12.181913894120322,78.57467418115374,20.889499220241433,5.9103298979793975,4.948397580238042,3.708471616537568
0,29.24240779491734,10.06059399544805,6.192093650185335,3.4098488661485495,2.7205438617750977,4.688506180206533,2.9586421352112895,2.655656716859197,1.6843442968965767,1.3690908636585326,4.165853218417942,3.8005882012534293,2.548951267068361,2.1216836154223,2.253983483780585,33.96538007659587,24.798631867619598,11.239192335947362,8.04010178493452,8.591199878977916,65.96335772289459,21.12186011799316,14.775609341433457,10.088064272615075,6.133267113984389
0,31.582572651404725,8.308639479007825,4.650263171091647,3.979563218863136,2.7529275357101146,4.733798049216223,2.583451039181629,1.8720555893810882,1.8893759423121281,1.2793946643411653,4.156124375874633,4.23174510271719,2.8181553857841726,2.0539995831730677,2.0585199424725853,38.42252507650423,27.52296871850773,14.99804713972549,10.286437159021869,9.20233403359201,61.49355356366611,16.691424280505284,9.081418940943397,6.907959199599775,4.803006666625386
0,37.089776722902556,9.578269545176578,6.214952954559895,4.467392341660925,2.6540418738675036,3.9149243963633618,2.193261555386081,2.442899208463075,1.7279104639024805,1.1567327509677958,4.108492325466838,4.087252367576335,2.971047894358793,1.9518580958453775,1.6744626363491795,49.92567988035952,26.57086578447981,24.47643204524097,17.23044328326369,12.905551668396308,61.54011444770847,17.843944338569113,12.103121541710802,7.791177937606927,5.4489404395581795
0,35.17702085953377,14.076352016919504,6.7095280612659325,4.146904527549201,3.436704317341815,3.043093433417109,2.38296781572188,2.0000294324719294,1.9469300166637928,1.2433713887159,3.564771617458594,5.451513360244642,3.241699694836462,2.187788892690249,2.132600231799032,42.831627271511586,22.301901222828356,15.863867731674015,15.18952178828485,9.100593446693559,60.38472469417481,20.724441248377914,8.84489198459902,5.366901706118963,4.2058988237214425
0,34.83520395021205,14.338199642542458,10.733062440525048,6.247352029533667,4.521929989622219,2.6776618047164633,2.0639757789638926,1.6311990965053123,1.724448207481639,1.204342639511865,4.672892623465447,4.383549824816757,3.8209849870449704,2.0869712392766697,2.1699817838501154,34.97589567060376,22.614895665855915,16.28652949190576,12.001792536759009,9.308325404750237,55.046421407786625,16.765215753934942,10.922040398361728,6.80423860999488,6.382960277504091
0,34.98419743101665,15.98748264101159,7.823270406178376,4.840586014860351,3.7920117246585825,2.5068398931250337,2.201797336526795,1.8672999497197185,1.7378169612629955,1.3681611236604065,4.920577641784274,6.052484300363553,3.989024180750205,2.1705863270180514,2.2287280785642545,26.70597296425194,15.222053780338404,10.596992089703903,7.77900787620114,8.790351799302224,57.2648513538913,19.72151513702836,9.129309203922833,6.564346766518456,5.744923023088023
0,28.632128659354624,11.589506876312239,6.726980178073016,3.4122861410381127,3.5080144693060498,2.707574015533356,1.9894148792182562,2.0949980308211393,1.7126413802738323,1.1285735684383842,4.919366269016156,7.185234038084024,4.892280821772846,2.116588505053978,1.9151825828417468,23.81531917490195,9.104729178851183,7.747117141910678,8.278482425682336,9.267265731582714,71.03140918369049,17.243189227593074,6.6442143825026445,5.043654884983134,5.126546740193044
0,28.93825914817638,9.724969247230659,5.347454165183927,2.736546831057361,3.3226076888548395,3.432974809305384,1.5491110841249944,2.1911438443455724,1.484470485422429,1.0974958814815108,7.138507676639458,6.2231543353888075,4.696488260723614,2.3099576392928496,1.821837188277986,17.795665680402657,9.44563030472843,7.85932052515633,6.804671050625899,7.300251097357574,76.52508920389592,14.973999743583736,8.488891695762373,7.3256081798190325,5.846267134476828
0,26.239789965908052,12.035620560607994,8.991258389924933,3.9143169545504777,3.517811432564209,6.3418880428659055,3.0666953829441725,2.609046549576759,1.7407732087149044,1.5022029616662684,8.601435756873888,7.324102151982951,4.771924077431883,1.6790265344846784,2.010490115473485,19.616940092325805,9.46580179474532,6.9467708206481005,5.177633935599561,6.691028572277072,93.32536436021263,25.2248750776082,17.000133977783843,11.402624216218914,6.732200200310639
