,EEG.AF3/Theta,EEG.AF3/Alpha,EEG.AF3/BetaL,EEG.AF3/BetaH,EEG.AF3/Gamma,EEG.T7/Theta,EEG.T7/Alpha,EEG.T7/BetaL,EEG.T7/BetaH,EEG.T7/Gamma,EEG.Pz/Theta,EEG.Pz/Alpha,EEG.Pz/BetaL,EEG.Pz/BetaH,EEG.Pz/Gamma,EEG.T8/Theta,EEG.T8/Alpha,EEG.T8/BetaL,EEG.T8/BetaH,EEG.T8/Gamma,EEG.AF4/Theta,EEG.AF4/Alpha,EEG.AF4/BetaL,EEG.AF4/BetaH,EEG.AF4/Gamma
0,21.7220672433732,14.617012994596683,13.713153098466742,6.827876087592665,8.722733145446027,5.608166383472108,5.608860000229715,3.7582394223137436,2.6681214929052723,2.768810716345771,3.626316608787593,3.6394507091909802,2.6214795597036136,3.054893954848358,2.304773966900417,12.892257234201827,9.19092699870765,6.606127794661935,3.9933120052467546,3.5452227899556874,12.12772342703185,9.940361232196288,8.552433544455855,3.9452929897462896,3.989100283098766
0,7.534453448405008,6.637220542043307,7.817283332186167,5.284410529922113,8.656275033370306,5.11354925833949,3.191162668805501,4.6244878267078775,2.544707106943244,2.0918721623870966,9.260994108811753,6.4449190779575645,3.6107414809900695,3.988432049949741,2.7268975033464167,9.007059629441034,4.744104535069159,4.671051682459074,2.3735620998639018,2.520905505274168,8.636891353850626,5.361680995069212,6.860690109275896,2.5804687399386337,2.9548844922835333
0,6.843424806554983,6.3759910059313345,5.312840042873462,5.625531159327504,8.596234870189992,2.113463047218575,3.5370225462728606,2.382995751342859,2.173704052891434,2.0123034752557087,11.449812926147441,4.85637252881752,4.568691903100594,3.7250738597986306,2.921188351716405,4.570267946593212,3.764486984179625,2.922759888509257,2.292271555085969,2.314724829674125,7.343128720463689,4.58721836063774,3.5277669206624673,2.231675331404115,2.3052177777354927
0,18.03952228281373,10.978350775160337,11.710836393285078,6.627062503749164,7.675157887585863,2.237642513477973,3.008871830186614,2.464143456234691,2.028061808645449,2.2512884638867785,8.40825438229949,4.240593752491718,3.112150431381675,3.2381333456068773,2.3204646679793424,4.195931518987338,4.066361006005701,2.459525157698571,2.212084757815907,2.485564764121707,5.666521887109882,5.395110273828746,3.236831638875485,1.8986293610970972,2.4187889148433968
0,27.236685108356813,13.76346832538633,16.201430351235736,9.025920396834309,10.287385165830667,7.3429011523785,6.06076258056252,5.716347578207043,3.6862125662847185,2.62515539461773,9.016993191263014,7.641032410168046,8.709304541788104,4.683660490990315,3.200742571820464,11.671368676839705,8.452609919757032,7.769693806537312,4.443091874608643,3.17151482854209,9.712158129850815,8.119600683903519,7.658073920742884,4.753195082818831,3.119704883307967
0,31.466650216198694,11.963726619447174,14.928623186485572,9.715077827715106,10.991268812614484,23.49872778602866,11.024014235750561,7.8608500737027756,4.6099246560209295,2.5903405471727416,29.547147296549404,12.47139771483233,7.711724348195242,4.81363509259659,2.9921213166388156,21.794774417662016,9.86596690781533,7.539532565094149,4.463039131389704,2.7698106323131575,28.54303667159477,12.982569284704928,8.114116058158137,4.853189013781753,2.9494027771123155
0,40.28683551579478,14.548302283032125,17.47927257964371,9.772795098481721,12.36497094964089,39.54954560618483,13.161014749271132,11.830192665789673,7.578712639066171,4.795804834821292,49.319765917096326,14.802821642728313,12.723598177867553,9.136229658069954,5.78368542360005,32.40534570177228,12.566202461652347,10.210212980866999,7.094939038332093,3.915912879560154,41.99758704942233,15.74008504833549,11.838833481705876,8.061590404366097,5.0100372093151595
0,33.34772123283262,16.31070119095925,14.528198870380185,12.760213519224347,14.316169095420992,41.28744177341933,17.25913755366156,14.272163403854819,9.099070763291902,4.608441165195906,44.49101589274419,22.538190025638443,17.400364184135178,10.067787585573122,5.580231629242194,36.76759321829786,16.853369871265,12.894845350375615,8.279752173282724,4.163285381771537,43.68653408912486,20.676954954339983,14.652357501286351,10.006350193003428,5.140356200257384
0,31.0206454573312,19.137280665043185,14.817531147089062,10.14428811684633,12.008030182602228,36.29451447484709,17.39226902169456,14.151870298661672,7.407093917398372,4.361905856527236,40.63170211947089,24.225217003712014,17.106224913109752,7.9120197962244445,6.592776460109085,32.868846045688215,16.651370883015993,12.1853240119564,6.525069311626652,4.059233926400229,36.26218331387303,20.38755849884803,14.552736400181024,7.2729868852849195,4.538246464287025
0,27.641325577376925,15.267327426897921,14.0549902376294,11.968199304509609,12.26983710023987,33.40572793386424,12.796036906629064,11.89323397007244,6.954047938570945,3.4399437324931235,38.0357890910196,23.302704844102728,17.639219555517393,15.562610667333402,8.399449907619564,29.494990357346136,12.77508340632943,9.485566626629698,6.287005767800566,3.2331209609705844,33.24144356460508,14.878727454575923,11.550317897699738,7.379855278005889,3.8954087313009222
0,40.784170041440355,29.776932292802922,19.10190099913163,15.030812048716498,10.450566525158948,45.07368609456653,29.94032070356506,20.59484091375303,12.077638867395533,4.921911634941218,40.344775457248964,30.22395261405177,21.217019338869612,10.45472769939062,6.206118263055352,40.14496709352399,26.608840995182486,18.420755714562464,11.53063358421641,4.749134838704814,43.57298297896965,29.336493046844474,19.988240255074416,12.767084755232222,5.277036857651226
0,54.862437932118745,36.035685295333806,18.59962658490242,17.90245673971925,12.251439940830338,56.1314437943437,37.79847360642776,21.569377910683784,14.823837551498983,7.642928889868588,54.271769036509944,37.32472026420209,20.44521757052211,13.879750407195877,7.315992436420693,49.56098425959025,32.99516874102439,19.027064137259107,13.3330832036934,7.223905122622684,54.71828666191986,36.785521108410045,20.763422044392573,14.744295748586609,8.000817869837224
0,55.02815968785732,37.69913647135637,19.16753297760139,16.150567773362276,13.726378663681343,56.96376455543143,39.18791460785623,22.722045119315005,15.050076028648471,7.730080299938004,57.60424203574951,40.23836579256822,22.527154993481467,13.294163865206851,7.995339640349954,49.41755870954937,33.752198072280585,19.77914436357421,13.873805934374312,7.151205373198001,54.7287185317306,37.92962198191849,21.65910943913672,15.093079894729204,8.082490883764791
0,59.719688467830714,39.22332374277145,20.514298338196774,17.78047794666831,15.451296216947075,59.66482255217868,40.56642834502623,21.532286584430885,16.70688824865811,7.90702199879025,54.84315451932995,37.324521868948366,24.595472437378362,13.87083221769502,7.4032708663000495,52.104694701587164,35.06111906632013,19.648402475127273,14.970214506348764,7.206101780830004,57.754929825241184,39.52676843483875,22.293522035172472,16.51564889696244,7.92141594061778
0,26.955876597329258,16.198787865581853,16.22327181495876,17.096379973938472,15.08809376249327,30.689448735228005,17.515761310241373,17.29242161237483,12.621865908951843,7.653325581553939,38.380715639175044,19.657039933361677,16.850698727264025,11.390825492870183,5.952287424865394,25.645490389833885,15.182451850887492,15.159201977708534,11.773050047165666,6.480538315818522,31.712485548707996,19.068272783788256,17.13623158830051,13.014780536258929,7.035578683283218
0,18.403629588945513,13.97855652916948,9.970727940523798,10.872394068025766,13.974161228278971,24.9398289679183,16.64067880992814,10.75574916952625,6.49791186599073,4.010632406937966,25.26556268849667,20.907030678313127,13.526094811529727,7.6681504283476185,4.687969757136353,19.697239626119135,13.9593450492842,8.736516229016578,6.22329839777991,3.4024039891055873,25.744330297315702,15.900296006341256,11.716111973518668,6.2362769662294735,4.589529408377012
0,7.238579121246178,6.831302840939928,6.288216552918536,9.811088142219639,12.561219695295165,16.97046065965537,10.33957822493524,6.68225254641771,3.890848385865884,2.9986810980257976,41.246725813723046,17.68997420747858,14.20929278335698,8.475506778437563,5.60059593401828,14.652830349491026,9.466465584921956,5.941231300893916,3.4893869451337354,2.8944158826313178,17.981285070519707,12.15814565054838,8.228514498053467,4.834669322196769,3.1165852098661198
0,10.006889004607839,9.436269530048744,10.4240464307163,9.7642693984225,12.323847220801243,11.6288245083089,7.374008013959947,5.475269780897382,3.9211227949113714,2.8015484996791207,22.727824299608475,8.185094361255647,8.992462105618705,4.5848432040185605,4.108750878082235,9.937034750549675,7.343046057377052,4.857070312183563,3.0897036529302366,2.819564805610734,10.339383346993127,8.965151867909864,5.698910061967186,3.402799090030696,3.230361363663712
0,8.975070144421698,10.161897429057706,9.249715609910352,9.592127602128665,13.332113698980354,8.871019706898597,5.901723141979952,4.1779470830386485,2.005632669717926,2.033772721736276,20.190999231805783,10.668001513215897,6.702022302200666,2.7554943346356735,2.623412146189884,9.768713650575313,7.0618496454974204,3.154946916124486,1.6812644563660286,1.798732720048913,8.964552393153221,7.8931797319351364,4.631069986611834,2.9845329939434286,2.2536824521022036
0,14.139631401248995,11.120794662851093,10.861232357620873,10.267902470391604,13.126786796359253,10.464991883478557,5.979876354309248,4.360274803764858,2.556569569450504,2.7165021570772145,17.65255737750589,9.672842189204456,7.4404849040044265,3.1712659729996195,2.5709272174096207,7.374303351496222,5.13811003087656,2.631383516132035,1.7432389777882507,1.7533745627479007,13.0038851785221,6.380336046303702,2.9491006309161376,3.3235220822096876,2.832136767333048
0,6.858268193007272,7.860440352468106,7.775492188845625,6.853004719149601,12.023775121981725,8.426918936734292,5.31759685543535,4.008645590627058,2.699812724802091,2.4740030017640673,11.126348646742658,9.379652024881185,7.340158525856144,4.643858429993326,2.742949366290557,7.969322095677799,5.554305509125596,3.3230500484800274,2.689403084873546,2.077848402506613,10.230012080036602,6.526340596067234,4.536141051489265,3.448309383234838,2.986660158815148
