,EEG.AF3/Theta,EEG.AF3/Alpha,EEG.AF3/BetaL,EEG.AF3/BetaH,EEG.AF3/Gamma,EEG.T7/Theta,EEG.T7/Alpha,EEG.T7/BetaL,EEG.T7/BetaH,EEG.T7/Gamma,EEG.Pz/Theta,EEG.Pz/Alpha,EEG.Pz/BetaL,EEG.Pz/BetaH,EEG.Pz/Gamma,EEG.T8/Theta,EEG.T8/Alpha,EEG.T8/BetaL,EEG.T8/BetaH,EEG.T8/Gamma,EEG.AF4/Theta,EEG.AF4/Alpha,EEG.AF4/BetaL,EEG.AF4/BetaH,EEG.AF4/Gamma
0,4.340371716678524,4.694302333840602,4.092689599505695,5.443440881287655,3.5641858975271337,2.9302367589958536,2.4024471089790542,1.7357943165212066,1.4821938110754416,1.0767064616582296,3.9074341510644315,4.043755484426038,3.8326473900360924,3.059705890581479,2.2363071741881506,4.191491997565807,2.9559157199615123,2.182831288300334,1.3307049904239803,1.5472102115575532,4.576935571449642,3.498340848089594,2.405999934269329,1.5887033591754611,1.3920148733461868
0,4.144401202066011,4.550732674252488,3.8555224670193695,5.428177099055764,3.95523387429614,3.124765504644391,2.5049117729573744,2.814342335446134,1.6036908654239537,1.3047284258370055,2.1887550802648095,3.462189793344804,4.902306149448415,2.9088185502756225,2.5050694105638103,2.024486306470986,2.1776584732699518,2.273641934682445,1.3749897182424573,1.5928095955835253,5.3765696896899415,4.388960497743305,2.260843337265323,2.121351068225592,1.4118731031067528
0,7.009088735742249,4.821537484774451,4.088601502732447,5.125138406148109,4.183768989460701,3.272779498598557,1.7122491400428803,2.4275654883182574,1.6561597548041085,1.271901848810316,3.6708309073653425,4.555570476422081,4.273613661785274,2.8314525111179165,2.2960444813079413,2.0045939977231155,3.4222961637446985,3.1711144410400474,2.1604732169878718,1.638872508265951,8.459720476243284,4.848076814588048,2.444311123058197,1.5563499169322947,1.7583856378930613
0,11.078914315976933,5.939472837269987,5.078359334772409,4.524853068207975,4.165799070076572,2.361829332941112,1.6695902733498353,1.8769319907654687,1.6083790378628127,1.330985708388079,4.085570341661511,4.303271310105815,4.719473814439904,2.726951154307222,2.1380266761770197,2.1325663509215445,3.575592622709307,4.153297997533399,2.0094548532632497,1.5861892328742238,8.440984518204965,4.36943965166777,3.327199425946064,1.8927470272651241,1.6053124850799085
0,18.239556011888133,9.277922054122993,7.6294230075271585,4.846890286818881,3.864848533645254,2.0151562091797914,2.3644257275897895,2.3286776917605843,1.4674279238833337,1.27043777721366,4.38410921215939,5.491453157807497,4.611909599455066,1.8771657366155234,1.821297579322528,1.1579886035411966,3.206492305621947,4.678060467144769,2.1125341157444266,1.535079781238308,7.606222219160121,3.3404469211136223,4.354244496513987,2.4387435417972387,1.4250444575612378
0,17.078016012954976,6.098511956425233,5.823744205278958,4.836132094932879,2.75324573399792,6.321020527293482,5.269759500719966,3.4585345064318114,2.3947141435527177,1.9075671044117837,4.7013531391926096,4.145687419691945,4.276178072692653,2.0053589057574026,1.9964524930744598,1.994117577617396,3.6676452271693485,4.346676657774784,2.151983126250622,1.415116970322166,7.92748096565045,5.058450812846294,3.8483976695725786,1.5483960857292227,1.7388257681409705
0,270.14557138146273,102.00185161228634,82.61358842871849,60.257160184709065,37.84049583132484,4.982063235249515,4.480325728883606,3.0632182180281453,2.5126814179697137,1.9529425436343975,5.4069871768191025,4.72722819427401,3.447856252989451,2.1026909098464257,2.1139341414862285,2.8869025407699125,2.296245186696534,3.5331089044580892,1.8775003937845534,1.4308619410692258,23.996452476719845,10.080467158242456,6.389679083854337,5.584382569591925,3.0761476183990104
0,235.22020573734954,113.83911784669422,81.47898783802341,58.75583320159651,37.82244443520943,5.406241275858266,4.823792016311332,2.833016421942517,2.5582034667472495,1.8738215762261359,5.756175068581442,5.326929975061256,3.3242630648915488,1.9069310690755956,2.2120816513866424,2.5831426684173393,2.5221841662492706,2.449747153521992,1.592826438595115,1.423893286900801,15.012581802224398,5.75163504249227,3.038339023979126,3.2438393030584622,2.363905633309005
0,177.65448570206246,90.59517129905825,61.96306526660802,44.13278839147115,29.739088486639368,5.591436747571907,4.873600413433591,3.3096918308437338,2.60096017745101,1.8696611185737382,3.5535040697083398,3.9528696095137703,3.792237453304183,2.191937009939377,2.1291720391176763,2.808501410193766,3.046156055539985,2.322878473080078,1.799622465139913,1.3983803444034555,14.428650115741354,9.143347051996669,5.547887058264733,3.562938836934381,2.814106810933497
0,143.61458629803002,69.05702124743425,39.13848478804125,33.10046716249714,20.22765266600729,4.210867693094847,2.645735434431624,1.8808131486190933,1.3423930705060179,1.2526753510969857,4.9848969012444595,3.708753002071023,5.394510921718281,2.3671131559022767,1.9826225395796577,4.942764699514136,3.0377763145924277,3.168236452708019,2.2482481445230182,1.6576797161859536,26.012108305009303,14.08935658650457,8.03270445198866,6.313163388734395,4.5227500932825215
0,167.87863064878536,98.47074322683206,70.08991655717605,49.021616933765614,31.579925979378704,4.885934456283113,4.277282971457178,2.4325539480027745,1.162944961301723,1.3408513978452734,5.602754780657608,6.810720457035162,5.354374240191934,2.6827513535264673,2.2255544550094037,5.0523121186132585,5.715734422295164,4.209588604494141,2.4714732858090707,1.7281798413547282,14.373420711259726,6.268343091109257,4.54915976259616,2.8270177294058088,1.9290105095755323
0,234.82767985565155,137.50735410728888,98.31330061561434,69.86981502714441,45.10043419056357,4.248704630554656,2.4639686028159327,2.254807664987151,1.5106328148828685,1.3317253830841855,6.498779153390549,6.533092973878229,5.671508367849163,2.2597810181372204,2.2651131344774056,5.392721278916564,4.600110960541519,3.170623280155815,2.1961331854798467,1.4839842201636342,15.041406177627433,7.0283226386227895,3.657563682083635,3.199375316326711,2.0957153235947246
0,260.7417284260107,148.17219390133207,109.04792427718041,75.9107212948364,49.33509621252795,3.150808519604481,2.234389157862156,1.6968782562410059,1.1600765285898404,1.2016855346681354,2.9121330761499764,5.946754896294854,5.624509016063431,2.4599016838360397,2.3182012526669973,4.066950061975616,3.8631364735756675,2.1904736544300936,1.8864335210968441,1.4981686201778381,19.125235264251245,9.323823654222368,4.757915282392345,5.39795364591666,2.97353213119815
0,237.81042430565466,135.39450034678265,100.94333764927174,70.63552323419376,44.42979432197352,2.4914969545402093,3.015117703507852,2.5940675447163946,1.763518762137028,1.4362479518840994,6.103592170874267,6.997912952425845,5.017584549510123,2.2212985573925366,2.432575558264708,5.739160729858564,5.417686946885562,2.4730957380143446,2.6709306454191184,2.002820086116349,34.96723508576782,18.39053650963512,13.59970854383307,9.568005026435802,6.282336165396343
0,150.6279577972025,89.28115159014017,65.20470229832347,44.09577637385494,29.781788855417382,6.06292193975783,3.715526109565274,2.993799281106278,1.9030845951663438,1.6897221627476808,5.913718120698789,7.326219099659153,4.921652131725333,3.1155875504449764,2.682216366116658,9.30066681694618,5.620247714183231,4.87298871847411,2.4218858668019476,1.8821053018627174,17.02426986972558,10.0527661142651,8.683970788346972,4.76884317380863,3.7718045761227215
0,81.7513334636306,50.76595608581079,33.7911274943219,25.865138807190316,15.3626247767301,4.840706193366988,4.420051559297101,2.9585188998304917,1.9685436780733157,1.2892115083620428,7.099878681248407,8.670465539379625,5.7278537558457305,3.5635237728302456,2.4311622439062766,6.146249457868133,6.293289385989711,4.714666986747946,2.6430343249127928,1.6724146689110688,12.063878767864898,8.434462719771942,5.650984020795221,3.4808892350480654,2.651585184928082
0,19.931255033917964,12.552469922063356,9.407437438302006,7.744061263720634,5.088158184416823,5.15520324559986,5.37236275210902,2.848089117065163,2.250392140119371,1.3313494898420413,5.859485804933884,8.822205065547003,7.495669648964937,4.0336932871298385,2.5012470732914474,5.747024067160712,7.096379787394149,4.393801618713547,2.8756265575249644,1.689483340564116,8.9842371577104,9.759376628702903,5.415446766553425,4.404763608151932,2.8529024951939896
0,19.1936674065146,9.288411235938407,9.357958818078988,7.030715780443157,4.5956971241911,5.099041934481784,4.417407561516238,1.9304663600477892,1.525978658407685,1.3449253820191056,6.659916316327231,6.825280058137899,4.769525704874306,3.3061568046989955,2.7975476901314353,3.8266874370937174,4.732963493837042,3.3806204737335457,2.345907759038534,1.6135874455717334,8.021073103707415,6.293389636867451,3.85807342745823,2.634263105731574,2.1845794397667686
